Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,49.75,49.040000915527344,49.52000045776367,49.279998779296875,2799000.0,43.483001708984375
2014-01-03,49.790000915527344,49.13999938964844,49.27000045776367,49.61000061035156,1644700.0,43.77419662475586
2014-01-06,49.5,49.150001525878906,49.349998474121094,49.33000183105469,2165000.0,43.527137756347656
2014-01-07,49.779998779296875,49.34000015258789,49.4900016784668,49.59000015258789,1338500.0,43.75654220581055
2014-01-08,49.900001525878906,49.380001068115234,49.709999084472656,49.709999084472656,1201600.0,43.8624267578125
2014-01-09,49.630001068115234,49.189998626708984,49.45000076293945,49.52000045776367,2470900.0,43.69477081298828
2014-01-10,49.59000015258789,49.13999938964844,49.43000030517578,49.529998779296875,2072200.0,43.7036018371582
2014-01-13,49.54999923706055,48.65999984741211,49.209999084472656,48.869998931884766,2989700.0,43.121246337890625
2014-01-14,50.02000045776367,48.88999938964844,48.93000030517578,49.709999084472656,2879900.0,43.8624267578125
2014-01-15,50.33000183105469,49.72999954223633,49.75,50.02000045776367,2120700.0,44.135963439941406
2014-01-16,50.5,49.72999954223633,50.47999954223633,49.81999969482422,2885000.0,43.95949172973633
2014-01-17,49.939998626708984,49.209999084472656,49.56999969482422,49.380001068115234,3104300.0,43.57124328613281
2014-01-21,50.119998931884766,49.459999084472656,49.95000076293945,49.97999954223633,2228500.0,44.10066604614258
2014-01-22,50.540000915527344,49.7599983215332,49.86000061035156,50.369998931884766,1659900.0,44.444786071777344
2014-01-23,50.310001373291016,49.33000183105469,50.220001220703125,49.40999984741211,2236500.0,43.59771728515625
2014-01-24,49.38999938964844,48.209999084472656,49.38999938964844,48.25,2628300.0,42.57417678833008
2014-01-27,48.720001220703125,48.11000061035156,48.31999969482422,48.220001220703125,1888300.0,42.547706604003906
2014-01-28,48.75,48.11000061035156,48.16999816894531,48.5099983215332,1777400.0,42.8035888671875
2014-01-29,48.90999984741211,48.099998474121094,48.31999969482422,48.27000045776367,1994100.0,42.59182357788086
2014-01-30,49.119998931884766,48.41999816894531,48.869998931884766,48.88999938964844,1385400.0,43.13888931274414
2014-01-31,48.72999954223633,48.06999969482422,48.34000015258789,48.27000045776367,1927500.0,42.59182357788086
2014-02-03,48.349998474121094,47.13999938964844,48.22999954223633,47.2599983215332,2892200.0,41.70063018798828
2014-02-04,47.75,47.22999954223633,47.70000076293945,47.689998626708984,2333300.0,42.08005142211914
2014-02-05,48.0099983215332,47.27000045776367,47.43000030517578,47.849998474121094,2589400.0,42.22123336791992
2014-02-06,48.68000030517578,47.86000061035156,48.0099983215332,48.349998474121094,1797900.0,42.662410736083984
2014-02-07,48.970001220703125,48.2599983215332,48.58000183105469,48.970001220703125,1822100.0,43.2094841003418
2014-02-10,49.31999969482422,48.75,48.779998779296875,49.220001220703125,1458700.0,43.43006896972656
2014-02-11,49.88999938964844,49.189998626708984,49.310001373291016,49.75,1230800.0,43.89773178100586
2014-02-12,50.189998626708984,49.720001220703125,49.959999084472656,49.88999938964844,1802500.0,44.0212516784668
2014-02-13,50.70000076293945,49.630001068115234,49.689998626708984,50.689998626708984,2124700.0,44.72714614868164
2014-02-14,50.9900016784668,50.27000045776367,50.41999816894531,50.77000045776367,2168200.0,44.797733306884766
2014-02-18,51.34000015258789,50.439998626708984,50.439998626708984,51.22999954223633,3936600.0,45.2036247253418
